Sf category,Tag category,Tag,Override view value,Conditional tag category,Conditional tag,Override value
TBL_BEGIN,,,,,,?
assembly,Bond,_Bond.ID,N,Entry_interview,_Entry_interview.Ligands,yes
assembly,Bond,_Bond.Type,N,Entry_interview,_Entry_interview.Ligands,yes
assembly,Bond,_Bond.Order,N,Entry_interview,_Entry_interview.Ligands,yes
assembly,Bond,_Bond.Entity_label_1,N,Entry_interview,_Entry_interview.Ligands,yes
assembly,Bond,_Bond.Chem_comp_label_1,N,Entry_interview,_Entry_interview.Ligands,yes
assembly,Bond,_Bond.Seq_ID_1,N,Entry_interview,_Entry_interview.Ligands,yes
assembly,Bond,_Bond.Atom_ID_1,N,Entry_interview,_Entry_interview.Ligands,yes
assembly,Bond,_Bond.Entity_label_2,N,Entry_interview,_Entry_interview.Ligands,yes
assembly,Bond,_Bond.Chem_comp_label_2,N,Entry_interview,_Entry_interview.Ligands,yes
assembly,Bond,_Bond.Seq_ID_2,N,Entry_interview,_Entry_interview.Ligands,yes
assembly,Bond,_Bond.Atom_ID_2,N,Entry_interview,_Entry_interview.Ligands,yes
assembly,Deleted_atom,_Deleted_atom.Entity_label,N,Entry_interview,_Entry_interview.Ligands,yes
assembly,Deleted_atom,_Deleted_atom.Seq_ID,N,Entry_interview,_Entry_interview.Ligands,yes
assembly,Deleted_atom,_Deleted_atom.Chem_comp_label,N,Entry_interview,_Entry_interview.Ligands,yes
assembly,Deleted_atom,_Deleted_atom.Atom_ID,N,Entry_interview,_Entry_interview.Ligands,yes
